Platform,Genre,Year,Amount,PlatformGenre
PS2,Role-Playing,N/A,4,PS2Role-Playing
PS2,Racing,2000,10,PS2Racing
PS2,Racing,2001,35,PS2Racing
PS2,Racing,2002,40,PS2Racing
PS2,Racing,2003,32,PS2Racing
PS2,Racing,2004,24,PS2Racing
PS2,Racing,2005,23,PS2Racing
PS2,Racing,2006,18,PS2Racing
PS2,Racing,2007,14,PS2Racing
PS2,Racing,2008,11,PS2Racing
PS2,Racing,2009,5,PS2Racing
PS2,Racing,N/A,4,PS2Racing
PS2,Platform,2000,2,PS2Platform
PS2,Platform,2001,10,PS2Platform
PS2,Platform,2002,15,PS2Platform
PS2,Platform,2003,20,PS2Platform
PS2,Platform,2004,17,PS2Platform
PS2,Platform,2005,14,PS2Platform
PS2,Platform,2006,6,PS2Platform
PS2,Platform,2007,3,PS2Platform
PS2,Platform,2008,10,PS2Platform
PS2,Platform,2009,2,PS2Platform
PS2,Platform,2010,2,PS2Platform
PS2,Platform,N/A,2,PS2Platform
PS2,Sports,2000,22,PS2Sports
PS2,Sports,2001,41,PS2Sports
PS2,Sports,2002,68,PS2Sports
PS2,Sports,2003,48,PS2Sports
PS2,Sports,2004,43,PS2Sports
PS2,Sports,2005,37,PS2Sports
PS2,Sports,2006,38,PS2Sports
PS2,Sports,2007,32,PS2Sports
PS2,Sports,2008,30,PS2Sports
PS2,Sports,2009,18,PS2Sports
PS2,Sports,2010,11,PS2Sports
PS2,Sports,2011,3,PS2Sports
PS2,Sports,N/A,9,PS2Sports
SNES,Strategy ,1991,3,SNESStrategy 
SNES,Strategy ,1992,1,SNESStrategy 
SNES,Strategy ,1993,1,SNESStrategy 
SNES,Strategy ,1994,3,SNESStrategy 
SNES,Strategy ,1995,4,SNESStrategy 
SNES,Strategy ,1996,2,SNESStrategy 
SNES,Strategy ,1997,0,SNESStrategy 
SNES,Strategy ,1998,0,SNESStrategy 
SNES,Strategy ,1999,1,SNESStrategy 
SNES,Adventure,1991,1,SNESAdventure
SNES,Adventure,1992,1,SNESAdventure
SNES,Adventure,1993,0,SNESAdventure
SNES,Adventure,1994,1,SNESAdventure
SNES,Adventure,1995,1,SNESAdventure
SNES,Fighting,1991,1,SNESFighting
SNES,Fighting,1992,4,SNESFighting
SNES,Fighting,1993,8,SNESFighting
SNES,Fighting,1994,8,SNESFighting
SNES,Fighting,1995,3,SNESFighting
SNES,Fighting,1996,1,SNESFighting
SNES,Action,1990,1,SNESAction
SNES,Action,1991,3,SNESAction
SNES,Action,1992,0,SNESAction
SNES,Action,1993,3,SNESAction
SNES,Action,1994,4,SNESAction
SNES,Action,1995,1,SNESAction
SNES,Simulation,1990,1,SNESSimulation
SNES,Simulation,1991,2,SNESSimulation
SNES,Simulation,1992,0,SNESSimulation
SNES,Simulation,1993,1,SNESSimulation
SNES,Simulation,1994,3,SNESSimulation
SNES,Simulation,1995,2,SNESSimulation
SNES,Shooter,1991,3,SNESShooter
SNES,Shooter,1992,1,SNESShooter
SNES,Shooter,1993,2,SNESShooter
SNES,Shooter,1994,2,SNESShooter
SNES,Shooter,1995,1,SNESShooter
SNES,Shooter,1996,1,SNESShooter
SNES,Misc,1991,1,SNESMisc
SNES,Misc,1992,1,SNESMisc
SNES,Misc,1993,3,SNESMisc
SNES,Misc,1994,2,SNESMisc
SNES,Misc,1995,5,SNESMisc
SNES,Misc,1996,5,SNESMisc
SNES,Puzzle,1992,1,SNESPuzzle
SNES,Puzzle,1993,2,SNESPuzzle
SNES,Puzzle,1994,2,SNESPuzzle
SNES,Puzzle,1995,5,SNESPuzzle
SNES,Puzzle,1996,2,SNESPuzzle
SNES,Puzzle,1997,1,SNESPuzzle
SNES,Role-Playing,1991,3,SNESRole-Playing
SNES,Role-Playing,1992,5,SNESRole-Playing
SNES,Role-Playing,1993,8,SNESRole-Playing
SNES,Role-Playing,1994,11,SNESRole-Playing
SNES,Role-Playing,1995,13,SNESRole-Playing
SNES,Role-Playing,1996,10,SNESRole-Playing
SNES,Racing,1990,1,SNESRacing
SNES,Racing,1991,0,SNESRacing
SNES,Racing,1992,2,SNESRacing
SNES,Racing,1993,2,SNESRacing
SNES,Racing,1994,1,SNESRacing
SNES,Racing,1995,2,SNESRacing
SNES,Racing,1996,1,SNESRacing
SNES,Platform,1990,1,SNESPlatform
SNES,Platform,1991,2,SNESPlatform
SNES,Platform,1992,2,SNESPlatform
SNES,Platform,1993,7,SNESPlatform
SNES,Platform,1994,3,SNESPlatform
SNES,Platform,1995,7,SNESPlatform
SNES,Platform,1996,2,SNESPlatform
SNES,Platform,1997,1,SNESPlatform
SNES,Platform,1998,1,SNESPlatform
SNES,Sports,1991,5,SNESSports
SNES,Sports,1992,3,SNESSports
SNES,Sports,1993,9,SNESSports
SNES,Sports,1994,13,SNESSports
SNES,Sports,1995,10,SNESSports
SNES,Sports,1996,6,SNESSports
SNES,Sports,1997,2,SNESSports
SNES,Sports,1998,1,SNESSports
GBA,Strategy ,2001,5,GBAStrategy 
GBA,Strategy ,2002,3,GBAStrategy 
GBA,Strategy ,2003,5,GBAStrategy 
GBA,Strategy ,2004,3,GBAStrategy 
GBA,Strategy ,2005,2,GBAStrategy 
GBA,Adventure,2001,5,GBAAdventure
GBA,Adventure,2002,5,GBAAdventure
GBA,Adventure,2003,1,GBAAdventure
GBA,Adventure,2004,16,GBAAdventure
GBA,Adventure,2005,7,GBAAdventure
GBA,Adventure,2006,2,GBAAdventure
GBA,Adventure,2007,1,GBAAdventure
GBA,Adventure,N/A,1,GBAAdventure
GBA,Fighting,2001,4,GBAFighting
GBA,Fighting,2002,11,GBAFighting
GBA,Fighting,2003,5,GBAFighting
GBA,Fighting,2004,3,GBAFighting
GBA,Action,2001,17,GBAAction
GBA,Action,2002,38,GBAAction
GBA,Action,2003,34,GBAAction
GBA,Action,2004,33,GBAAction
GBA,Action,2005,28,GBAAction
GBA,Action,2006,10,GBAAction
GBA,Action,2007,2,GBAAction
GBA,Action,N/A,5,GBAAction
GBA,Simulation,2001,1,GBASimulation
GBA,Simulation,2002,3,GBASimulation
GBA,Simulation,2003,6,GBASimulation
GBA,Simulation,2004,4,GBASimulation
GBA,Simulation,2005,3,GBASimulation
GBA,Simulation,2006,1,GBASimulation
GBA,Shooter,2001,4,GBAShooter
GBA,Shooter,2002,17,GBAShooter
GBA,Shooter,2003,6,GBAShooter
GBA,Shooter,2004,10,GBAShooter
GBA,Shooter,2005,2,GBAShooter
GBA,Shooter,2006,1,GBAShooter
GBA,Misc,2001,6,GBAMisc
GBA,Misc,2002,13,GBAMisc
GBA,Misc,2003,12,GBAMisc
GBA,Misc,2004,34,GBAMisc
GBA,Misc,2005,38,GBAMisc
GBA,Misc,2006,4,GBAMisc
GBA,Misc,2007,3,GBAMisc
GBA,Puzzle,2001,11,GBAPuzzle
GBA,Puzzle,2002,7,GBAPuzzle
GBA,Puzzle,2003,2,GBAPuzzle
GBA,Puzzle,2004,10,GBAPuzzle
GBA,Puzzle,2005,7,GBAPuzzle
GBA,Puzzle,2006,2,GBAPuzzle
GBA,Puzzle,N/A,2,GBAPuzzle
GBA,Role-Playing,2001,11,GBARole-Playing
GBA,Role-Playing,2002,21,GBARole-Playing
GBA,Role-Playing,2003,13,GBARole-Playing
GBA,Role-Playing,2004,13,GBARole-Playing
GBA,Role-Playing,2005,8,GBARole-Playing
GBA,Role-Playing,2006,7,GBARole-Playing
GBA,Racing,2001,9,GBARacing
GBA,Racing,2002,17,GBARacing
GBA,Racing,2003,17,GBARacing
GBA,Racing,2004,10,GBARacing
GBA,Racing,2005,9,GBARacing
GBA,Racing,2006,2,GBARacing
GBA,Platform,2001,20,GBAPlatform
GBA,Platform,2002,33,GBAPlatform
GBA,Platform,2003,32,GBAPlatform
GBA,Platform,2004,25,GBAPlatform
GBA,Platform,2005,23,GBAPlatform
GBA,Platform,2006,6,GBAPlatform
GBA,Platform,N/A,3,GBAPlatform
GBA,Sports,2000,1,GBASports
GBA,Sports,2001,14,GBASports
GBA,Sports,2002,30,GBASports
GBA,Sports,2003,17,GBASports
GBA,Sports,2004,14,GBASports
GBA,Sports,2005,8,GBASports
GBA,Sports,2006,4,GBASports
PS4,Strategy ,2013,1,PS4Strategy 
PS4,Strategy ,2014,2,PS4Strategy 
PS4,Strategy ,2015,1,PS4Strategy 
PS4,Strategy ,2016,2,PS4Strategy 
PS4,Adventure,2014,4,PS4Adventure
PS4,Adventure,2015,10,PS4Adventure
PS4,Adventure,2016,14,PS4Adventure
PS4,Fighting ,2013,1,PS4Fighting 
PS4,Fighting ,2014,1,PS4Fighting 
PS4,Fighting ,2015,9,PS4Fighting 
PS4,Fighting ,2016,7,PS4Fighting 
PS4,Action,2013,2,PS4Action
PS4,Action,2014,31,PS4Action
PS4,Action,2015,52,PS4Action
PS4,Action,2016,59,PS4Action
PS4,Simulation,2015,2,PS4Simulation
PS4,Simulation,2016,4,PS4Simulation
PS4,Shooter,2013,3,PS4Shooter
PS4,Shooter,2014,7,PS4Shooter
PS4,Shooter,2015,11,PS4Shooter
PS4,Shooter,2016,20,PS4Shooter
PS4,Misc,2013,1,PS4Misc
PS4,Misc,2014,5,PS4Misc
PS4,Misc,2015,4,PS4Misc
PS4,Misc,2016,10,PS4Misc
PS4,Puzzle,2015,1,PS4Puzzle
PS4,Role-Playing,2014,8,PS4Role-Playing
PS4,Role-Playing,2015,25,PS4Role-Playing
PS4,Role-Playing,2016,18,PS4Role-Playing
PS4,Role-Playing,2017,1,PS4Role-Playing
PS4,Racing,2013,1,PS4Racing
PS4,Racing,2014,4,PS4Racing
PS4,Racing,2015,5,PS4Racing
PS4,Racing,2016,9,PS4Racing
PS4,Platform,2013,3,PS4Platform
PS4,Platform,2014,2,PS4Platform
PS4,Platform,2015,2,PS4Platform
PS4,Platform,2016,5,PS4Platform
PS4,Sports,2013,4,PS4Sports
PS4,Sports,2014,11,PS4Sports
PS4,Sports,2015,15,PS4Sports
PS4,Sports,2016,16,PS4Sports
3DS,Strategy ,2011,4,3DSStrategy 
3DS,Strategy ,2012,0,3DSStrategy 
3DS,Strategy ,2013,3,3DSStrategy 
3DS,Strategy ,2014,3,3DSStrategy 
3DS,Strategy ,2015,4,3DSStrategy 
3DS,Strategy ,2016,1,3DSStrategy 
3DS,Adventure,2011,4,3DSAdventure
3DS,Adventure,2012,6,3DSAdventure
3DS,Adventure,2013,6,3DSAdventure
3DS,Adventure,2014,12,3DSAdventure
3DS,Adventure,2015,4,3DSAdventure
3DS,Adventure,2016,5,3DSAdventure
3DS,Adventure,N/A,1,3DSAdventure
3DS,Fighting ,2011,5,3DSFighting 
3DS,Fighting ,2012,2,3DSFighting 
3DS,Fighting ,2013,2,3DSFighting 
3DS,Fighting ,2014,2,3DSFighting 
3DS,Fighting ,2015,2,3DSFighting 
3DS,Fighting ,2016,1,3DSFighting 
3DS,Action,2011,31,3DSAction
3DS,Action,2012,40,3DSAction
3DS,Action,2013,29,3DSAction
3DS,Action,2014,26,3DSAction
3DS,Action,2015,39,3DSAction
3DS,Action,2016,22,3DSAction
3DS,Action,N/A,1,3DSAction
3DS,Simulation,2011,9,3DSSimulation
3DS,Simulation,2012,5,3DSSimulation
3DS,Simulation,2013,5,3DSSimulation
3DS,Simulation,2014,4,3DSSimulation
3DS,Simulation,2015,3,3DSSimulation
3DS,Simulation,2016,3,3DSSimulation
3DS,Simulation,N/A,2,3DSSimulation
3DS,Shooter,2011,4,3DSShooter
3DS,Shooter,2012,1,3DSShooter
3DS,Shooter,2013,1,3DSShooter
3DS,Shooter,N/A,1,3DSShooter
3DS,Misc,2011,13,3DSMisc
3DS,Misc,2012,9,3DSMisc
3DS,Misc,2013,12,3DSMisc
3DS,Misc,2014,5,3DSMisc
3DS,Misc,2015,10,3DSMisc
3DS,Misc,2016,5,3DSMisc
3DS,Puzzle,2011,7,3DSPuzzle
3DS,Puzzle,2012,4,3DSPuzzle
3DS,Puzzle,2013,2,3DSPuzzle
3DS,Puzzle,2014,3,3DSPuzzle
3DS,Puzzle,2015,4,3DSPuzzle
3DS,Role-Playing,2011,8,3DSRole-Playing
3DS,Role-Playing,2012,17,3DSRole-Playing
3DS,Role-Playing,2013,21,3DSRole-Playing
3DS,Role-Playing,2014,19,3DSRole-Playing
3DS,Role-Playing,2015,15,3DSRole-Playing
3DS,Role-Playing,2016,7,3DSRole-Playing
3DS,Role-Playing,N/A,1,3DSRole-Playing
3DS,Racing,2011,9,3DSRacing
3DS,Racing,2012,1,3DSRacing
3DS,Racing,N/A,1,3DSRacing
3DS,Platform,2011,9,3DSPlatform
3DS,Platform,2012,4,3DSPlatform
3DS,Platform,2013,7,3DSPlatform
3DS,Platform,2014,2,3DSPlatform
3DS,Platform,2015,4,3DSPlatform
3DS,Platform,2016,2,3DSPlatform
3DS,Sports,2011,13,3DSSports
3DS,Sports,2012,4,3DSSports
3DS,Sports,2013,3,3DSSports
3DS,Sports,2014,4,3DSSports
3DS,Sports,2015,1,3DSSports
3DS,Sports,N/A,1,3DSSports
N64,Strategy ,1998,1,N64Strategy 
N64,Strategy ,1999,5,N64Strategy 
N64,Strategy ,2000,3,N64Strategy 
N64,Adventure,1997,1,N64Adventure
N64,Adventure,1998,0,N64Adventure
N64,Adventure,1999,3,N64Adventure
N64,Fighting ,1996,2,N64Fighting 
N64,Fighting ,1997,8,N64Fighting 
N64,Fighting ,1998,7,N64Fighting 
N64,Fighting ,1999,7,N64Fighting 
N64,Fighting ,2000,5,N64Fighting 
N64,Action,1996,2,N64Action
N64,Action,1997,5,N64Action
N64,Action,1998,7,N64Action
N64,Action,1999,12,N64Action
N64,Action,2000,10,N64Action
N64,Action,2001,1,N64Action
N64,Action,N/A,1,N64Action
N64,Simulation,1996,2,N64Simulation
N64,Simulation,1997,0,N64Simulation
N64,Simulation,1998,2,N64Simulation
N64,Simulation,1999,4,N64Simulation
N64,Simulation,2000,1,N64Simulation
N64,Simulation,2001,1,N64Simulation
N64,Shooter,1996,1,N64Shooter
N64,Shooter,1997,5,N64Shooter
N64,Shooter,1998,6,N64Shooter
N64,Shooter,1999,9,N64Shooter
N64,Shooter,2000,3,N64Shooter
N64,Misc,1996,2,N64Misc
N64,Misc,1997,2,N64Misc
N64,Misc,1998,4,N64Misc
N64,Misc,1999,8,N64Misc
N64,Misc,2000,2,N64Misc
N64,Puzzle,1997,5,N64Puzzle
N64,Puzzle,1998,2,N64Puzzle
N64,Puzzle,1999,1,N64Puzzle
N64,Puzzle,2000,3,N64Puzzle
N64,Puzzle,2001,1,N64Puzzle
N64,Role-Playing,1998,1,N64Role-Playing
N64,Role-Playing,1999,2,N64Role-Playing
N64,Role-Playing,2000,3,N64Role-Playing
N64,Role-Playing,2001,1,N64Role-Playing
N64,Role-Playing,N/A,1,N64Role-Playing
N64,Racing ,1996,3,N64Racing 
N64,Racing ,1997,8,N64Racing 
N64,Racing ,1998,16,N64Racing 
N64,Racing ,1999,20,N64Racing 
N64,Racing ,2000,10,N64Racing 
N64,Platform,1996,1,N64Platform
N64,Platform,1997,4,N64Platform
N64,Platform,1998,7,N64Platform
N64,Platform,1999,9,N64Platform
N64,Platform,2000,8,N64Platform
N64,Platform,2001,1,N64Platform
N64,Sports,1996,5,N64Sports
N64,Sports,1997,11,N64Sports
N64,Sports,1998,24,N64Sports
N64,Sports,1999,22,N64Sports
N64,Sports,2000,12,N64Sports
N64,Sports,2001,4,N64Sports
N64,Sports,2002,1,N64Sports
PS,Strategy ,1994,1,PSStrategy 
PS,Strategy ,1995,6,PSStrategy 
PS,Strategy ,1996,6,PSStrategy 
PS,Strategy ,1997,13,PSStrategy 
PS,Strategy ,1998,20,PSStrategy 
PS,Strategy ,1999,17,PSStrategy 
PS,Strategy ,2000,5,PSStrategy 
PS,Strategy ,2001,3,PSStrategy 
PS,Adventure,1994,1,PSAdventure
PS,Adventure,1995,6,PSAdventure
PS,Adventure,1996,9,PSAdventure
PS,Adventure,1997,8,PSAdventure
PS,Adventure,1998,12,PSAdventure
PS,Adventure,1999,13,PSAdventure
PS,Adventure,2000,9,PSAdventure
PS,Adventure,2001,7,PSAdventure
PS,Adventure,2002,2,PSAdventure
PS,Adventure,N/A,2,PSAdventure
PS,Fighting ,1994,2,PSFighting 
PS,Fighting ,1995,12,PSFighting 
PS,Fighting ,1996,17,PSFighting 
PS,Fighting ,1997,16,PSFighting 
PS,Fighting ,1998,29,PSFighting 
PS,Fighting ,1999,14,PSFighting 
PS,Fighting ,2000,11,PSFighting 
PS,Fighting ,2001,4,PSFighting 
PS,Fighting ,2002,3,PSFighting 
PS,Action,1995,6,PSAction
PS,Action,1996,17,PSAction
PS,Action,1997,23,PSAction
PS,Action,1998,34,PSAction
PS,Action,1999,25,PSAction
PS,Action,2000,26,PSAction
PS,Action,2001,18,PSAction
PS,Action,2002,5,PSAction
PS,Action,N/A,3,PSAction
PS,Simulation,1994,2,PSSimulation
PS,Simulation,1995,9,PSSimulation
PS,Simulation,1996,7,PSSimulation
PS,Simulation,1997,17,PSSimulation
PS,Simulation,1998,5,PSSimulation
PS,Simulation,1999,13,PSSimulation
PS,Simulation,2000,4,PSSimulation
PS,Simulation,2001,2,PSSimulation
PS,Simulation,2002,1,PSSimulation
PS,Shooter,1994,4,PSShooter
PS,Shooter,1995,18,PSShooter
PS,Shooter,1996,16,PSShooter
PS,Shooter,1997,17,PSShooter
PS,Shooter,1998,15,PSShooter
PS,Shooter,1999,7,PSShooter
PS,Shooter,2000,10,PSShooter
PS,Shooter,2001,8,PSShooter
PS,Shooter,2002,1,PSShooter
PS,Misc,1995,4,PSMisc
PS,Misc,1996,14,PSMisc
PS,Misc,1997,6,PSMisc
PS,Misc,1998,18,PSMisc
PS,Misc,1999,14,PSMisc
PS,Misc,2000,15,PSMisc
PS,Misc,2001,3,PSMisc
PS,Misc,2002,0,PSMisc
PS,Misc,2003,2,PSMisc
PS,Puzzle,1995,4,PSPuzzle
PS,Puzzle,1996,3,PSPuzzle
PS,Puzzle,1997,5,PSPuzzle
PS,Puzzle,1998,10,PSPuzzle
PS,Puzzle,1999,5,PSPuzzle
PS,Puzzle,2000,3,PSPuzzle
PS,Puzzle,2001,2,PSPuzzle
PS,Role-Playing,1994,2,PSRole-Playing
PS,Role-Playing,1995,7,PSRole-Playing
PS,Role-Playing,1996,11,PSRole-Playing
PS,Role-Playing,1997,15,PSRole-Playing
PS,Role-Playing,1998,19,PSRole-Playing
PS,Role-Playing,1999,26,PSRole-Playing
PS,Role-Playing,2000,8,PSRole-Playing
PS,Role-Playing,2001,7,PSRole-Playing
PS,Role-Playing,2002,2,PSRole-Playing
PS,Racing,1994,2,PSRacing
PS,Racing,1995,6,PSRacing
PS,Racing,1996,17,PSRacing
PS,Racing,1997,27,PSRacing
PS,Racing,1998,32,PSRacing
PS,Racing,1999,27,PSRacing
PS,Racing,2000,21,PSRacing
PS,Racing,2001,11,PSRacing
PS,Racing,2002,1,PSRacing
PS,Racing,N/A,1,PSRacing
PS,Platform,1995,5,PSPlatform
PS,Platform,1996,9,PSPlatform
PS,Platform,1997,10,PSPlatform
PS,Platform,1998,14,PSPlatform
PS,Platform,1999,8,PSPlatform
PS,Platform,2000,10,PSPlatform
PS,Platform,2001,6,PSPlatform
PS,Platform,2002,2,PSPlatform
PS,Sports,1994,3,PSSports
PS,Sports,1995,16,PSSports
PS,Sports,1996,38,PSSports
PS,Sports,1997,31,PSSports
PS,Sports,1998,40,PSSports
PS,Sports,1999,31,PSSports
PS,Sports,2000,38,PSSports
PS,Sports,2001,20,PSSports
PS,Sports,2002,3,PSSports
PS,Sports,2003,1,PSSports
PS,Sports,N/A,1,PSSports
XB,Strategy ,2002,1,XBStrategy 
XB,Strategy ,2003,8,XBStrategy 
XB,Strategy ,2004,7,XBStrategy 
XB,Strategy ,2005,4,XBStrategy 
XB,Strategy ,2006,1,XBStrategy 
XB,Adventure,2002,6,XBAdventure
XB,Adventure,2003,2,XBAdventure
XB,Adventure,2004,6,XBAdventure
XB,Adventure,2005,11,XBAdventure
XB,Adventure,2006,1,XBAdventure
XB,Fighting ,2001,1,XBFighting 
XB,Fighting ,2002,10,XBFighting 
XB,Fighting ,2003,10,XBFighting 
XB,Fighting ,2004,12,XBFighting 
XB,Fighting ,2005,8,XBFighting 
XB,Fighting ,2006,3,XBFighting 
XB,Fighting ,N/A,4,XBFighting 
XB,Action,2001,4,XBAction
XB,Action,2002,28,XBAction
XB,Action,2003,33,XBAction
XB,Action,2004,28,XBAction
XB,Action,2005,45,XBAction
XB,Action,2006,13,XBAction
XB,Action,2007,1,XBAction
XB,Action,N/A,3,XBAction
XB,Simulation,2001,1,XBSimulation
XB,Simulation,2002,4,XBSimulation
XB,Simulation,2003,6,XBSimulation
XB,Simulation,2004,7,XBSimulation
XB,Simulation,2005,5,XBSimulation
XB,Simulation,2006,1,XBSimulation
XB,Shooter,2001,4,XBShooter
XB,Shooter,2002,18,XBShooter
XB,Shooter,2003,28,XBShooter
XB,Shooter,2004,27,XBShooter
XB,Shooter,2005,37,XBShooter
XB,Shooter,2006,10,XBShooter
XB,Shooter,N/A,8,XBShooter
XB,Misc,2001,2,XBMisc
XB,Misc,2002,6,XBMisc
XB,Misc,2003,6,XBMisc
XB,Misc,2004,17,XBMisc
XB,Misc,2005,13,XBMisc
XB,Misc,2006,1,XBMisc
XB,Misc,N/A,1,XBMisc
XB,Puzzle,2002,3,XBPuzzle
XB,Puzzle,2003,2,XBPuzzle
XB,Puzzle,2004,2,XBPuzzle
XB,Role-Playing,2002,4,XBRole-Playing
XB,Role-Playing,2003,6,XBRole-Playing
XB,Role-Playing,2004,8,XBRole-Playing
XB,Role-Playing,2005,5,XBRole-Playing
XB,Racing,2001,11,XBRacing
XB,Racing,2002,25,XBRacing
XB,Racing,2003,35,XBRacing
XB,Racing,2004,24,XBRacing
XB,Racing,2005,17,XBRacing
XB,Racing,2006,10,XBRacing
XB,Racing,N/A,1,XBRacing
XB,Platform,2001,2,XBPlatform
XB,Platform,2002,8,XBPlatform
XB,Platform,2003,14,XBPlatform
XB,Platform,2004,11,XBPlatform
XB,Platform,2005,12,XBPlatform
XB,Platform,2006,2,XBPlatform
XB,Sports,2001,8,XBSports
XB,Sports,2002,45,XBSports
XB,Sports,2003,39,XBSports
XB,Sports,2004,28,XBSports
XB,Sports,2005,22,XBSports
XB,Sports,2006,20,XBSports
XB,Sports,2007,2,XBSports
XB,Sports,2008,1,XBSports
XB,Sports,N/A,4,XBSports
PC,Strategy ,1992,2,PCStrategy 
PC,Strategy ,1993,0,PCStrategy 
PC,Strategy ,1994,1,PCStrategy 
PC,Strategy ,1995,1,PCStrategy 
PC,Strategy ,1996,1,PCStrategy 
PC,Strategy ,1997,2,PCStrategy 
PC,Strategy ,1998,5,PCStrategy 
PC,Strategy ,1999,2,PCStrategy 
PC,Strategy ,2000,2,PCStrategy 
PC,Strategy ,2001,7,PCStrategy 
PC,Strategy ,2002,6,PCStrategy 
PC,Strategy ,2003,10,PCStrategy 
PC,Strategy ,2004,8,PCStrategy 
PC,Strategy ,2005,8,PCStrategy 
PC,Strategy ,2006,14,PCStrategy 
PC,Strategy ,2007,16,PCStrategy 
PC,Strategy ,2008,14,PCStrategy 
PC,Strategy ,2009,24,PCStrategy 
PC,Strategy ,2010,16,PCStrategy 
PC,Strategy ,2011,20,PCStrategy 
PC,Strategy ,2012,6,PCStrategy 
PC,Strategy ,2013,3,PCStrategy 
PC,Strategy ,2014,1,PCStrategy 
PC,Strategy ,2015,8,PCStrategy 
PC,Strategy ,2016,8,PCStrategy 
PC,Strategy ,N/A,3,PCStrategy 
PC,Adventure,1992,1,PCAdventure
PC,Adventure,1993,0,PCAdventure
PC,Adventure,1994,1,PCAdventure
PC,Adventure,1995,0,PCAdventure
PC,Adventure,1996,0,PCAdventure
PC,Adventure,1997,1,PCAdventure
PC,Adventure,1998,0,PCAdventure
PC,Adventure,1999,1,PCAdventure
PC,Adventure,2000,0,PCAdventure
PC,Adventure,2001,0,PCAdventure
PC,Adventure,2002,0,PCAdventure
PC,Adventure,2003,2,PCAdventure
PC,Adventure,2004,1,PCAdventure
PC,Adventure,2005,1,PCAdventure
PC,Adventure,2006,1,PCAdventure
PC,Adventure,2007,0,PCAdventure
PC,Adventure,2008,8,PCAdventure
PC,Adventure,2009,15,PCAdventure
PC,Adventure,2010,4,PCAdventure
PC,Adventure,2011,12,PCAdventure
PC,Adventure,2012,6,PCAdventure
PC,Adventure,2013,3,PCAdventure
PC,Adventure,2014,1,PCAdventure
PC,Adventure,2015,2,PCAdventure
PC,Adventure,2016,5,PCAdventure
PC,Fighting,1994,1,PCFighting
PC,Fighting,1995,0,PCFighting
PC,Fighting,1996,0,PCFighting
PC,Fighting,1997,0,PCFighting
PC,Fighting,1998,0,PCFighting
PC,Fighting,1999,0,PCFighting
PC,Fighting,2000,0,PCFighting
PC,Fighting,2001,0,PCFighting
PC,Fighting,2002,0,PCFighting
PC,Fighting,2003,0,PCFighting
PC,Fighting,2004,0,PCFighting
PC,Fighting,2005,0,PCFighting
PC,Fighting,2006,0,PCFighting
PC,Fighting,2007,0,PCFighting
PC,Fighting,2008,0,PCFighting
PC,Fighting,2009,0,PCFighting
PC,Fighting,2010,1,PCFighting
PC,Fighting,2011,0,PCFighting
PC,Fighting,2012,1,PCFighting
PC,Fighting,2013,0,PCFighting
PC,Fighting,2014,0,PCFighting
PC,Fighting,2015,1,PCFighting
PC,Fighting,2016,1,PCFighting
PC,Fighting,N/A,1,PCFighting
PC,Action,1996,1,PCAction
PC,Action,1997,1,PCAction
PC,Action,1998,2,PCAction
PC,Action,1999,2,PCAction
PC,Action,2000,0,PCAction
PC,Action,2001,1,PCAction
PC,Action,2002,4,PCAction
PC,Action,2003,2,PCAction
PC,Action,2004,1,PCAction
PC,Action,2005,4,PCAction
PC,Action,2006,6,PCAction
PC,Action,2007,5,PCAction
PC,Action,2008,15,PCAction
PC,Action,2009,18,PCAction
PC,Action,2010,16,PCAction
PC,Action,2011,22,PCAction
PC,Action,2012,16,PCAction
PC,Action,2013,11,PCAction
PC,Action,2014,16,PCAction
PC,Action,2015,16,PCAction
PC,Action,2016,7,PCAction
PC,Action,N/A,4,PCAction
PC,Simulation,1985,1,PCSimulation
PC,Simulation,1986,0,PCSimulation
PC,Simulation,1987,0,PCSimulation
PC,Simulation,1988,1,PCSimulation
PC,Simulation,1989,0,PCSimulation
PC,Simulation,1990,0,PCSimulation
PC,Simulation,1991,0,PCSimulation
PC,Simulation,1992,1,PCSimulation
PC,Simulation,1993,0,PCSimulation
PC,Simulation,1994,0,PCSimulation
PC,Simulation,1995,0,PCSimulation
PC,Simulation,1996,1,PCSimulation
PC,Simulation,1997,0,PCSimulation
PC,Simulation,1998,0,PCSimulation
PC,Simulation,1999,0,PCSimulation
PC,Simulation,2000,2,PCSimulation
PC,Simulation,2001,4,PCSimulation
PC,Simulation,2002,4,PCSimulation
PC,Simulation,2003,9,PCSimulation
PC,Simulation,2004,1,PCSimulation
PC,Simulation,2005,7,PCSimulation
PC,Simulation,2006,12,PCSimulation
PC,Simulation,2007,9,PCSimulation
PC,Simulation,2008,7,PCSimulation
PC,Simulation,2009,6,PCSimulation
PC,Simulation,2010,12,PCSimulation
PC,Simulation,2011,20,PCSimulation
PC,Simulation,2012,2,PCSimulation
PC,Simulation,2013,3,PCSimulation
PC,Simulation,2014,4,PCSimulation
PC,Simulation,2015,6,PCSimulation
PC,Simulation,2016,8,PCSimulation
PC,Shooter,1992,1,PCShooter
PC,Shooter,1993,0,PCShooter
PC,Shooter,1994,2,PCShooter
PC,Shooter,1995,0,PCShooter
PC,Shooter,1996,0,PCShooter
PC,Shooter,1997,1,PCShooter
PC,Shooter,1998,0,PCShooter
PC,Shooter,1999,0,PCShooter
